Participant,Gait,Trial,StartTime,EndTime,AllDataExists,Active
4,r_slow,8,1.03,5.02,1,0
4,r_slow,9,0.97,5.24,1,0
4,r_slow,10,0.9,4.89,1,0
5,l_comf,1,nan,nan,1,0
5,l_comf,2,2.52,2.55,1,0
5,l_comf,3,nan,nan,1,0
5,l_comf,4,nan,nan,1,0
5,l_comf,5,2.59,2.76,1,0
5,l_comf,6,nan,nan,1,0
5,l_comf,7,2.39,6.14,1,0
5,l_comf,8,2.47,2.48,1,0
5,l_comf,9,2.42,2.44,1,0
5,l_comf,10,nan,nan,1,0
5,l_comf,11,nan,nan,1,0
5,l_fast,1,nan,nan,1,0
5,l_fast,2,nan,nan,1,0
5,l_fast,3,nan,nan,1,0
5,l_fast,4,nan,nan,1,0
5,l_fast,5,nan,nan,1,0
5,l_fast,6,nan,nan,1,0
5,l_fast,7,2.37,2.41,1,0
5,l_fast,8,nan,nan,1,0
5,l_fast,9,2.21,2.26,1,0
5,l_fast,10,2.29,2.32,1,0
5,l_slow,1,nan,nan,1,0
5,l_slow,2,nan,nan,1,0
5,l_slow,3,nan,nan,1,0
5,l_slow,4,nan,nan,1,0
5,l_slow,5,3.03,3.31,1,0
5,l_slow,6,nan,nan,1,0
5,l_slow,7,nan,nan,1,0
5,l_slow,8,nan,nan,1,0
5,l_slow,9,nan,nan,1,0
5,l_slow,10,nan,nan,1,0
5,l_slow,11,nan,nan,1,0
5,r_comf,1,nan,nan,1,0
5,r_comf,2,nan,nan,1,0
5,r_comf,3,nan,nan,1,0
5,r_comf,4,nan,nan,1,0
5,r_comf,5,nan,nan,1,0
5,r_comf,6,nan,nan,1,0
5,r_comf,7,nan,nan,1,0
5,r_comf,8,nan,nan,1,0
5,r_comf,9,nan,nan,1,0
5,r_comf,10,nan,nan,1,0
5,r_fast,1,nan,nan,1,0
5,r_fast,2,nan,nan,1,0
5,r_fast,3,nan,nan,1,0
5,r_fast,4,nan,nan,1,0
5,r_fast,5,nan,nan,1,0
5,r_fast,6,nan,nan,1,0
5,r_fast,7,nan,nan,1,0
5,r_fast,8,nan,nan,1,0
5,r_fast,9,nan,nan,1,0
5,r_fast,10,nan,nan,1,0
5,r_slow,1,nan,nan,1,0
5,r_slow,2,nan,nan,1,0
5,r_slow,3,nan,nan,1,0
5,r_slow,4,nan,nan,1,0
5,r_slow,5,nan,nan,1,0
5,r_slow,6,nan,nan,1,0
5,r_slow,7,nan,nan,1,0
5,r_slow,8,nan,nan,1,0
5,r_slow,9,nan,nan,1,0
5,r_slow,10,nan,nan,1,0
6,l_comf,1,nan,nan,1,0
6,l_comf,2,3.15,3.22,1,0
6,l_comf,3,nan,nan,1,0
6,l_comf,4,nan,nan,1,0
6,l_comf,5,3.03,3.14,1,0
6,l_comf,6,nan,nan,1,0
6,l_comf,7,2.83,2.87,1,0
6,l_comf,8,nan,nan,1,0
6,l_comf,9,3.06,3.07,1,0
6,l_comf,10,2.73,2.77,1,0
6,l_comf,11,2.67,2.7,1,0
6,l_comf,12,3.04,3.08,1,0
6,l_comf,13,nan,nan,1,0
6,l_fast,1,nan,nan,1,0
6,l_fast,2,2.54,2.66,1,0
6,l_fast,3,2.76,2.78,1,0
6,l_fast,4,2.65,2.67,1,0
6,l_fast,5,nan,nan,1,0
6,l_fast,6,2.59,2.61,1,0
6,l_fast,7,nan,nan,1,0
6,l_fast,8,nan,nan,1,0
6,l_fast,9,nan,nan,1,0
6,l_fast,10,nan,nan,1,0
6,l_fast,11,nan,nan,1,0
6,l_slow,1,nan,nan,1,0
6,l_slow,2,3.62,3.63,1,0
6,l_slow,3,3.75,3.78,1,0
6,l_slow,4,3.51,3.53,1,0
6,l_slow,5,nan,nan,1,0
6,l_slow,6,3.62,3.63,1,0
6,l_slow,7,3.6,3.62,1,0
6,l_slow,8,nan,nan,1,0
6,l_slow,9,3.7,3.81,1,0
6,l_slow,10,3.73,3.76,1,0
6,r_comf,1,nan,nan,1,0
6,r_comf,2,0.01,5.08,1,0
6,r_comf,3,0.01,4.94,1,0
6,r_comf,4,0.27,5.05,1,0
6,r_comf,5,nan,nan,1,0
6,r_comf,6,nan,nan,1,0
6,r_comf,7,nan,nan,1,0
6,r_comf,8,0.16,5.28,1,0
6,r_comf,9,0.01,5.1,1,0
6,r_comf,10,0.69,4.68,1,0
6,r_fast,1,0.3,4.21,1,0
6,r_fast,2,0.01,4.48,1,0
6,r_fast,3,0.01,4.5,1,0
6,r_fast,4,0.61,4.7,1,0
6,r_fast,5,0.01,4.41,1,0
6,r_fast,6,nan,nan,1,0
6,r_fast,7,0.11,4.53,1,0
6,r_fast,8,0.03,4.28,1,0
6,r_fast,9,0.01,4.47,1,0
6,r_fast,10,nan,nan,1,0
6,r_slow,1,nan,nan,1,0
6,r_slow,2,0.46,6.34,1,0
6,r_slow,3,nan,nan,1,0
6,r_slow,4,nan,nan,1,0
6,r_slow,5,0.01,0.15,1,0
6,r_slow,6,0.09,6.12,1,0
6,r_slow,7,0.01,6.45,1,0
6,r_slow,8,0.01,6.09,1,0
6,r_slow,9,0.03,6.24,1,0
6,r_slow,10,0.08,6.01,1,0
6,r_slow,11,0.01,0.76,1,0
6,r_slow,12,nan,nan,1,0
6,r_slow,13,0.01,5.88,1,0
7,l_comf,1,nan,nan,1,0
7,l_comf,2,3.14,6.82,1,0
7,l_comf,3,nan,nan,1,0
7,l_comf,4,3.65,7.2,0,0
7,l_comf,5,nan,nan,1,0
7,l_comf,6,nan,nan,1,0
7,l_comf,7,nan,nan,1,0
7,l_comf,8,nan,nan,1,0
7,l_comf,9,nan,nan,1,0
7,l_comf,10,nan,nan,1,0
7,l_comf,11,nan,nan,1,0
7,l_comf,12,nan,nan,0,0
7,l_fast,1,nan,nan,1,0
7,l_fast,2,nan,nan,1,0
7,l_fast,3,nan,nan,1,0
7,l_fast,4,nan,nan,1,0
7,l_fast,5,nan,nan,1,0
7,l_fast,6,nan,nan,0,0
7,l_fast,7,nan,nan,1,0
7,l_fast,8,nan,nan,1,0
7,l_fast,9,nan,nan,1,0
7,l_fast,10,nan,nan,1,0
7,l_slow,1,nan,nan,1,0
7,l_slow,2,3.01,3.02,1,0
7,l_slow,3,nan,nan,1,0
7,l_slow,4,nan,nan,1,0
7,l_slow,5,nan,nan,1,0
7,l_slow,6,nan,nan,1,0
7,l_slow,7,nan,nan,1,0
7,l_slow,8,nan,nan,1,0
7,l_slow,9,nan,nan,1,0
7,l_slow,10,nan,nan,1,0
7,r_comf,1,2.91,6.37,1,0
7,r_comf,2,2.37,6.08,1,0
7,r_comf,3,1.92,5.6,1,0
7,r_comf,4,2.05,5.66,1,0
7,r_comf,5,2.08,5.82,1,0
7,r_comf,6,2.02,5.79,1,0
7,r_comf,7,2.72,6.16,1,0
7,r_comf,8,1.82,5.2,1,0
7,r_comf,9,1.73,5.09,1,0
7,r_comf,10,1.71,5.22,1,0
7,r_fast,1,2.01,5.1,1,0
7,r_fast,2,1.62,4.77,1,0
7,r_fast,3,1.48,4.94,1,0
7,r_fast,4,2.47,5.92,1,0
7,r_fast,5,1.82,4.9,1,0
7,r_fast,6,1.58,4.69,1,0
7,r_fast,7,1.93,5.33,1,0
7,r_fast,8,1.66,5.03,1,0
7,r_fast,9,1.67,5.22,1,0
7,r_fast,10,1.84,5.01,1,0
7,r_slow,1,0.02,5.59,1,0
7,r_slow,2,0.01,5.93,1,0
7,r_slow,3,nan,nan,1,0
7,r_slow,4,0.17,5.84,1,0
7,r_slow,5,nan,nan,1,0
7,r_slow,6,0.91,5.54,1,0
7,r_slow,7,nan,nan,1,0
7,r_slow,8,0.01,5.7,1,0
7,r_slow,9,nan,nan,1,0
7,r_slow,10,0.02,5.59,1,0
8,l_comf,1,3.08,3.11,1,0
8,l_comf,2,nan,nan,1,0
8,l_comf,3,nan,nan,1,0
8,l_comf,4,nan,nan,1,0
8,l_comf,5,nan,nan,1,0
8,l_comf,6,3.12,3.13,1,0
8,l_comf,7,nan,nan,1,0
8,l_comf,8,nan,nan,1,0
8,l_comf,9,nan,nan,1,0
8,l_comf,10,nan,nan,1,0
8,l_fast,1,nan,nan,1,0
8,l_fast,2,3.19,3.21,1,0
8,l_fast,3,nan,nan,1,0
8,l_fast,4,nan,nan,1,0
8,l_fast,5,3.43,3.45,1,0
8,l_fast,6,nan,nan,1,0
8,l_fast,7,nan,nan,1,0
8,l_fast,8,nan,nan,1,0
8,l_fast,9,nan,nan,1,0
8,l_fast,10,nan,nan,1,0
8,l_slow,1,nan,nan,1,0
8,l_slow,2,nan,nan,1,0
8,l_slow,3,4.49,4.53,1,0
8,l_slow,4,5.21,5.25,1,0
8,l_slow,5,nan,nan,1,0
8,l_slow,6,5.05,5.09,1,0
8,l_slow,7,nan,nan,1,0
8,l_slow,8,nan,nan,1,0
8,l_slow,9,nan,nan,1,0
8,l_slow,10,5.03,5.04,1,0
8,r_comf,1,nan,nan,1,0
8,r_comf,2,nan,nan,1,0
8,r_comf,3,nan,nan,1,0
8,r_comf,4,nan,nan,1,0
8,r_comf,5,nan,nan,1,0
8,r_comf,6,nan,nan,1,0
8,r_comf,7,nan,nan,1,0
8,r_comf,8,nan,nan,1,0
8,r_comf,9,nan,nan,1,0
8,r_comf,10,nan,nan,1,0
8,r_fast,1,nan,nan,1,0
8,r_fast,2,nan,nan,1,0
8,r_fast,3,nan,nan,1,0
8,r_fast,4,nan,nan,1,0
8,r_fast,5,nan,nan,1,0
8,r_fast,6,nan,nan,1,0
8,r_fast,7,nan,nan,1,0
8,r_fast,8,nan,nan,1,0
8,r_fast,9,nan,nan,1,0
8,r_fast,10,nan,nan,1,0
8,r_slow,1,nan,nan,1,0
8,r_slow,2,nan,nan,1,0
8,r_slow,3,nan,nan,1,0
8,r_slow,4,nan,nan,1,0
8,r_slow,5,nan,nan,1,0
8,r_slow,6,nan,nan,1,0
8,r_slow,7,nan,nan,1,0
8,r_slow,8,nan,nan,1,0
8,r_slow,9,nan,nan,1,0
8,r_slow,10,nan,nan,1,0
9,l_comf,1,nan,nan,1,0
9,l_comf,2,nan,nan,1,0
9,l_comf,3,nan,nan,1,0
9,l_comf,4,nan,nan,1,0
9,l_comf,5,nan,nan,1,0
9,l_comf,6,nan,nan,1,0
9,l_comf,7,nan,nan,1,0
9,l_comf,8,nan,nan,1,0
9,l_comf,9,nan,nan,1,0
9,l_comf,10,nan,nan,1,0
9,l_fast,1,nan,nan,1,0
9,l_fast,2,nan,nan,1,0
9,l_fast,3,nan,nan,1,0
9,l_fast,4,nan,nan,1,0
9,l_fast,5,nan,nan,1,0
9,l_fast,6,nan,nan,1,0
9,l_fast,7,nan,nan,1,0
9,l_fast,8,nan,nan,1,0
9,l_fast,9,nan,nan,1,0
9,l_fast,10,nan,nan,1,0
9,l_slow,1,nan,nan,1,0
9,l_slow,2,nan,nan,1,0
9,l_slow,3,nan,nan,1,0
9,l_slow,4,nan,nan,1,0
9,l_slow,5,nan,nan,1,0
9,l_slow,6,nan,nan,1,0
9,l_slow,7,nan,nan,1,0
9,l_slow,8,nan,nan,1,0
9,l_slow,9,nan,nan,1,0
9,l_slow,10,nan,nan,1,0
9,r_comf,1,1.77,5.83,1,0
9,r_comf,2,1.54,5.57,1,0
9,r_comf,3,1.09,5.24,1,0
9,r_comf,4,1.79,5.72,1,0
9,r_comf,5,1.79,5.5,1,0
9,r_comf,6,1.36,5.35,1,0
9,r_comf,7,1.49,5.49,1,0
9,r_comf,8,1.6,5.56,1,0
9,r_comf,9,1.5,5.35,1,0
9,r_comf,10,1.59,5.34,1,0
9,r_fast,1,1.52,5.17,1,0
9,r_fast,2,1.48,4.91,1,0
9,r_fast,3,1.25,4.7,1,0
9,r_fast,4,1.36,4.77,1,0
9,r_fast,5,1.3,4.56,1,0
9,r_fast,6,1.24,4.95,1,0
9,r_fast,7,1.44,4.95,1,0
9,r_fast,8,1.13,4.58,1,0
9,r_fast,9,1.27,4.76,1,0
9,r_fast,10,1.43,4.96,1,0
9,r_slow,1,nan,nan,1,0
9,r_slow,2,0.22,0.98,1,0
9,r_slow,3,0.12,5.83,1,0
9,r_slow,4,nan,nan,1,0
9,r_slow,5,0.55,5.68,1,0
9,r_slow,6,0.01,5.99,1,0
9,r_slow,7,nan,nan,1,0
9,r_slow,8,0.83,5.67,1,0
9,r_slow,9,0.43,5.72,1,0
9,r_slow,10,nan,nan,1,0
10,l_comf,1,2.15,4.56,1,0
10,l_comf,2,2.34,3.31,1,0
10,l_comf,3,1.87,4.22,1,0
10,l_comf,4,1.88,4.71,1,0
10,l_comf,5,1.7,4.47,1,0
10,l_comf,6,5.87,6.21,1,0
10,l_comf,7,1.81,4.13,1,0
10,l_comf,8,1.85,4.49,1,0
10,l_comf,9,1.92,4.28,1,0
10,l_comf,10,1.74,1.82,1,0
10,l_fast,1,1.82,4.13,1,0
10,l_fast,2,1.8,4.24,1,0
10,l_fast,3,1.82,3.6,1,0
10,l_fast,4,1.66,3.8,1,0
10,l_fast,5,2.05,3.94,1,0
10,l_fast,6,1.84,3.61,1,0
10,l_fast,7,1.75,3.81,1,0
10,l_fast,8,1.71,3.45,1,0
10,l_fast,9,1.76,4.27,1,0
10,l_fast,10,nan,nan,1,0
10,l_fast,11,1.64,4.03,1,0
10,l_slow,1,1.96,4.91,1,0
10,l_slow,2,1.91,2.34,1,0
10,l_slow,3,1.86,4.81,1,0
10,l_slow,4,1.93,2.41,1,0
10,l_slow,5,nan,nan,1,0
10,l_slow,6,nan,nan,1,0
10,l_slow,7,nan,nan,1,0
10,l_slow,8,nan,nan,1,0
10,l_slow,9,nan,nan,1,0
10,l_slow,10,nan,nan,1,0
10,l_slow,11,2.03,2.11,1,0
10,l_slow,12,nan,nan,1,0
10,r_comf,1,1.93,3.96,1,0
10,r_comf,2,1.63,3.19,1,0
10,r_comf,3,0.12,0.63,1,0
10,r_comf,4,1.5,3.7,1,0
10,r_comf,5,1.34,1.35,1,0
10,r_comf,6,0.23,0.63,1,0
10,r_comf,7,1.06,3.27,1,0
10,r_comf,8,0.05,0.98,1,0
10,r_comf,9,0.98,3.38,1,0
10,r_comf,10,1.01,3.25,1,0
10,r_fast,1,1.43,3.17,1,0
10,r_fast,2,1.14,3.09,1,0
10,r_fast,3,1.35,3.25,1,0
10,r_fast,4,1.48,3.11,1,0
10,r_fast,5,1.95,3.61,1,0
10,r_fast,6,1.52,3.1,1,0
10,r_fast,7,1.68,3.31,1,0
10,r_fast,8,1.25,2.98,1,0
10,r_fast,9,1.19,2.94,1,0
10,r_fast,10,1.47,3.13,1,0
10,r_slow,1,nan,nan,1,0
10,r_slow,2,0.01,0.91,1,0
10,r_slow,3,0.01,1.07,1,0
10,r_slow,4,0.74,4.11,1,0
10,r_slow,5,0.09,1.04,1,0
10,r_slow,6,0.18,4.1,1,0
10,r_slow,7,nan,nan,1,0
10,r_slow,8,0.03,3.86,1,0
10,r_slow,9,0.01,1.16,1,0
10,r_slow,10,0.11,3.93,1,0
10,r_slow,11,0.14,3.7,1,0
11,l_comf,1,2.52,6.1,0,0
11,l_comf,2,2.55,5.69,0,0
11,l_comf,3,2.54,6.2,0,0
11,l_comf,4,2.9,6.67,0,0
11,l_comf,5,nan,nan,0,0
11,l_comf,6,2.53,6.35,0,0
11,l_comf,7,2.69,6.38,0,0
11,l_comf,8,nan,nan,0,0
11,l_comf,9,2.67,6.21,0,0
11,l_comf,10,2.57,6.5,0,0
11,l_comf,11,2.59,6.38,0,0
11,l_comf,12,2.51,6.52,0,0
11,l_fast,1,2.27,5.76,0,0
11,l_fast,2,nan,nan,0,0
11,l_fast,3,nan,nan,0,0
11,l_fast,4,nan,nan,0,0
11,l_fast,5,nan,nan,0,0
11,l_fast,6,nan,nan,0,0
11,l_fast,7,nan,nan,0,0
11,l_fast,8,nan,nan,0,0
11,l_fast,9,nan,nan,0,0
11,l_fast,10,nan,nan,0,0
11,l_slow,1,nan,nan,0,0
11,l_slow,2,nan,nan,0,0
11,l_slow,3,nan,nan,0,0
11,l_slow,4,nan,nan,0,0
11,l_slow,5,nan,nan,0,0
11,l_slow,6,nan,nan,0,0
11,l_slow,7,nan,nan,0,0
11,l_slow,8,3.28,8.05,0,0
11,l_slow,9,nan,nan,0,0
11,l_slow,10,nan,nan,0,0
11,r_comf,1,0.08,0.37,0,0
11,r_comf,2,nan,nan,0,0
11,r_comf,3,0.01,0.58,0,0
11,r_comf,4,0.03,0.47,0,0
11,r_comf,5,0.04,4.64,0,0
11,r_comf,6,0.9,4.59,0,0
11,r_comf,7,0.01,4.82,0,0
11,r_comf,8,1.13,1.22,0,0
11,r_comf,9,1.13,1.17,0,0
11,r_comf,10,1.15,5.02,0,0
11,r_fast,1,1.41,4.93,0,0
11,r_fast,2,0.79,4.49,0,0
11,r_fast,3,0.87,4.77,0,0
11,r_fast,4,1.41,4.62,0,0
11,r_fast,5,1.11,4.89,0,0
11,r_fast,6,0.88,4.7,0,0
11,r_fast,7,0.77,4.77,0,0
11,r_fast,8,1.01,4.94,0,0
11,r_fast,9,1.2,4.46,0,0
11,r_fast,10,1.17,4.88,0,0
11,r_fast,11,1,4.93,0,0
11,r_slow,1,1.22,1.33,0,0
11,r_slow,2,0.87,0.89,0,0
11,r_slow,3,0.89,5.97,0,0
11,r_slow,4,1.12,1.18,0,0
11,r_slow,5,1.48,1.74,0,0
11,r_slow,6,1.01,1.05,0,0
11,r_slow,7,1.38,5.9,0,0
11,r_slow,8,1.11,5.96,0,0
